"Date";"Sentiment";"Close";"ETH";"Vol";"Haut";"Bas";"Variation";"Volatilite";
01/08/2021;60;39922;2555;9.11;42532;39596;-3.59;0.835;
31/07/2021;60;41409;2529;5.07;42317;41051;-1.80;0.895;
30/07/2021;53;42169;2461;7.77;42244;38373;5.31;3.555;
29/07/2021;50;40041;2382;4.07;40623;39282;0.09;2.61;
28/07/2021;50;40004;2300;7.98;40899;38822;1.11;0.51;
27/07/2021;32;39563;2301;6.04;39563;36436;6.08;2.485;
26/07/2021;26;37296;2228;16.31;40516;35276;5.34;0.37;
25/07/2021;27;35407;2191;2.78;35430;33906;4.62;0.36;
24/07/2021;22;33845;2151;3.34;34043;33422;0.74;1.94;
23/07/2021;23;33597;2125;3.97;33625;32020;3.95;1.605;
22/07/2021;21;32320;2025;5.23;32610;31747;0.56;1.695;
21/07/2021;10;32141;1994;8.25;32804;29545;7.83;3.635;
20/07/2021;19;29806;1785;8.88;31075;29341;-3.37;5.6;
19/07/2021;24;30847;1818;12.8;31924;30514;-3.07;0.15;
18/07/2021;19;31824;1891;12.41;32427;31212;0.84;1.955;
17/07/2021;15;31559;1899;13.71;31975;31224;0.41;0.215;
16/07/2021;22;31429;1877;5.38;32266;31055;-1.34;0.875;
15/07/2021;20;31857;1918;6.96;33194;31170;-2.94;0.8;
14/07/2021;21;32823;1995;5.19;33117;31596;0.29;1.615;
13/07/2021;20;32727;1941;4.02;33333;32210;-1.10;0.695;
12/07/2021;25;33090;2032;8.41;34624;32616;-3.36;1.13;
11/07/2021;20;34239;2140;2.15;34584;33317;2.19;2.775;
10/07/2021;20;33506;2110;6.46;34221;33024;-0.78;1.485;
09/07/2021;20;33769;2146;6.66;34044;32574;2.72;1.75;
08/07/2021;20;32874;2115;14.29;33939;32063;-2.99;2.855;
07/07/2021;28;33886;2317;3.51;35076;33826;-0.74;1.125;
06/07/2021;20;34140;2310;8.81;34859;33668;1.40;1.07;
05/07/2021;29;33668;2196;7.72;35289;33479;-4.59;2.995;
04/07/2021;27;35289;2321;2.93;35782;35289;1.53;3.06;
03/07/2021;24;34758;2223;2.89;34762;33562;2.79;0.63;
02/07/2021;21;33816;2155;5.15;33924;32727;0.78;1.005;
01/07/2021;28;33554;2108;5.82;35044;32821;-4.25;2.515;
30/06/2021;28;35044;2275;3.45;35981;34754;-2.37;0.94;
29/06/2021;25;35896;2164;5.51;36411;34317;4.09;3.23;
28/06/2021;25;34484;2085;6.18;35168;34152;-0.67;2.38;
27/06/2021;22;34717;1980;28.71;34717;32359;7.29;3.98;
26/06/2021;20;32359;1831;20.53;32359;30331;2.45;2.42;
25/06/2021;27;31584;1811;37.67;34915;31584;-8.87;5.66;
24/06/2021;22;34657;1990;4.86;35137;32530;2.83;5.85;
23/06/2021;14;33703;1968;9.14;34196;32553;3.53;0.35;
22/06/2021;10;32553;1877;26.87;33300;29927;2.49;0.52;
21/06/2021;23;31761;1886;23.45;35631;31475;-10.86;6.675;
20/06/2021;21;35631;2243;16.93;35966;33725;0.13;5.495;
19/06/2021;23;35586;2165;11.57;36236;35460;-0.60;0.365;
18/06/2021;25;35802;2233;11.42;38061;35490;-5.94;2.67;
17/06/2021;26;38061;2372;3.54;39324;37734;-0.71;2.615;
16/06/2021;33;38332;2368;6.79;40394;38332;-4.50;1.895;
15/06/2021;38;40139;2544;7.78;40709;39726;-0.89;1.805;
14/06/2021;28;40500;2581;9.73;40732;38812;3.84;2.365;
13/06/2021;23;39004;2508;8.99;39021;34984;9.77;2.965;
12/06/2021;28;35531;2369;7.38;37338;35185;-4.84;7.305;
11/06/2021;21;37338;2354;6.42;37427;36342;1.88;3.36;
10/06/2021;21;36649;2469;9.57;37933;36559;-1.87;1.875;
09/06/2021;14;37347;2611;26.97;37490;32673;11.77;6.82;
08/06/2021;13;33415;2507;12.92;33745;31548;-0.54;6.155;
07/06/2021;15;33596;2594;9.97;36613;33596;-6.11;2.785;
06/06/2021;17;35782;2712;6.51;36238;35496;0.67;3.39;
05/06/2021;24;35543;2629;6.59;37690;35296;-3.56;2.115;
04/06/2021;27;36854;2687;5.93;39209;36532;-6.01;1.225;
03/06/2021;24;39209;2857;5.75;39209;37371;4.31;5.16;
02/06/2021;23;37590;2706;3.97;38053;36192;2.50;0.905;
01/06/2021;20;36673;2633;5.29;37625;35928;-1.70;2.1;
31/05/2021;18;37305;2706;5.98;37305;34527;4.75;3.225;
30/05/2021;10;35615;2387;6.02;36138;33680;3.02;0.865;
29/05/2021;18;34570;2278;7.76;36911;33681;-3.08;3.05;
28/05/2021;21;35667;2411;10.22;38485;35028;-7.20;2.06;
27/05/2021;27;38435;2741;5.55;40120;37381;-2.20;2.5;
26/05/2021;22;39301;2884;8.61;40498;38020;2.45;2.325;
25/05/2021;22;38363;2705;7.77;39761;36761;-1.06;1.755;
24/05/2021;10;38773;2649;15.13;39201;34730;11.64;6.35;
23/05/2021;14;34730;2094;25.99;38186;32623;-7.60;9.62;
22/05/2021;12;37585;2293;13.56;38662;36150;0.45;4.025;
21/05/2021;19;37415;2431;23.31;41500;35188;-7.79;4.12;
20/05/2021;11;40578;2768;25.6;41827;35198;10.40;9.095;
19/05/2021;23;36755;2436;67.82;42935;35303;-14.39;12.395;
18/05/2021;21;42935;3376;10.72;45474;42612;-1.40;6.495;
17/05/2021;27;43544;3279;37.72;46569;42304;-6.52;2.56;
16/05/2021;20;46583;3580;19.06;49460;45340;-0.43;3.045;
15/05/2021;27;46785;3645;9.49;50526;46785;-6.27;2.92;
14/05/2021;26;49917;4073;6.05;51168;49289;0.34;3.305;
13/05/2021;31;49747;3718;21.16;51154;48121;0.04;0.15;
12/05/2021;68;49725;3822;14.96;57688;49725;-12.32;6.18;
11/05/2021;61;56715;4174;7.69;56724;54789;1.55;6.935;
10/05/2021;72;55851;3950;13.49;59454;55448;-4.16;2.855;
09/05/2021;73;58276;3922;8.48;58957;56977;-1.05;1.555;
08/05/2021;67;58894;3908;7.61;59327;57317;2.69;1.87;
07/05/2021;64;57349;3479;6.93;58101;55606;1.59;0.55;
06/05/2021;65;56451;3488;10.44;57843;55897;-1.79;1.69;
05/05/2021;48;57477;3524;7.66;57477;52960;7.91;4.85;
04/05/2021;68;53264;3233;10.03;57147;53264;-6.79;7.35;
03/05/2021;61;57147;3428;7.63;58686;56605;0.96;3.875;
02/05/2021;66;56605;2952;4.2;57774;56385;-2.02;1.49;
01/05/2021;68;57774;2944;4.32;58265;57259;0.24;1.13;
30/04/2021;51;57637;2772;7.86;57637;53339;7.60;3.68;
29/04/2021;52;53566;2756;7.08;54860;52631;-2.36;4.98;
28/04/2021;59;54860;2747;5.76;55575;54090;-0.33;1.015;
27/04/2021;50;55044;2663;7.24;55215;53660;1.74;1.035;
26/04/2021;27;54103;2533;11.01;54214;49129;10.15;4.205;
25/04/2021;31;49116;2319;9.6;50539;48410;-2.09;6.12;
24/04/2021;37;50167;2212;5.98;51139;49572;-1.90;0.095;
23/04/2021;55;51139;2368;17.25;51781;48720;-1.24;0.33;
22/04/2021;65;51781;2402;12.69;55067;51781;-3.79;1.275;
21/04/2021;73;53822;2357;7.1;56476;53822;-4.70;0.455;
20/04/2021;73;56476;2330;8.39;56950;54398;1.50;3.1;
19/04/2021;74;55639;2160;8.57;57359;54913;-0.93;1.215;
18/04/2021;79;56163;2237;26.33;60223;54417;-6.35;2.71;
17/04/2021;76;59970;2316;7.02;62368;59970;-2.21;2.07;
16/04/2021;78;61325;2422;11.54;63453;60286;-2.96;0.375;
15/04/2021;79;63196;2514;6.61;63475;62348;0.40;1.68;
14/04/2021;75;62943;2433;10.93;64374;62065;-0.91;0.655;
13/04/2021;74;63518;2299;11.26;63518;59900;6.04;3.475;
12/04/2021;74;59900;2137;5.5;60701;59747;-0.22;3.13;
11/04/2021;76;60035;2144;4.65;60486;59411;0.35;0.285;
10/04/2021;70;59824;2125;9.79;60984;58114;2.94;1.295;
09/04/2021;70;58114;2063;3.75;58683;57849;0.01;1.465;
08/04/2021;73;58110;2078;4.48;58110;55960;3.84;1.915;
07/04/2021;72;55960;1961;8.85;58490;55960;-3.50;3.67;
06/04/2021;75;57991;2113;5.62;59200;57603;-1.95;0.775;
05/04/2021;71;59145;2105;5.59;59145;57034;1.55;1.75;
04/04/2021;74;58240;2075;4.97;58240;57023;2.13;0.29;
03/04/2021;73;57023;2008;6.63;59499;57023;-3.28;2.705;
02/04/2021;74;58959;2134;6.15;59834;58727;0.39;1.835;
01/04/2021;74;58727;1967;4.35;59173;58498;-0.12;0.255;
31/03/2021;76;58796;1918;8.12;59453;57698;-0.08;0.02;
30/03/2021;72;58841;1841;7.87;59349;57278;2.03;1.055;
29/03/2021;72;57672;1816;10.12;58162;54984;3.41;0.69;
28/03/2021;74;55773;1687;4.21;56326;55089;-0.20;1.805;
27/03/2021;65;55886;1712;5.18;56249;54373;1.62;0.91;
26/03/2021;54;54993;1699;7.71;54993;51363;7.07;2.725;
25/03/2021;60;51363;1588;11.59;52926;50874;-1.88;4.475;
24/03/2021;65;52347;1586;14.08;56919;52347;-3.65;0.885;
23/03/2021;66;54331;1669;6.57;55647;53541;0.48;2.065;
22/03/2021;70;54074;1683;8.72;58036;54074;-5.74;3.11;
21/03/2021;73;57368;1783;8.29;58500;56200;-1.24;2.25;
20/03/2021;75;58087;1805;6.78;59421;58074;0.02;0.63;
19/03/2021;71;58074;1808;6.48;58961;57030;0.75;0.365;
18/03/2021;72;57640;1778;7.24;59799;57580;-2.09;1.42;
17/03/2021;71;58870;1823;11.27;58870;54576;3.42;2.755;
16/03/2021;71;56924;1806;10.49;56924;54049;2.30;0.56;
15/03/2021;76;55644;1793;14.78;60141;55644;-5.70;4;
14/03/2021;78;59005;1849;6.64;61468;59005;-3.60;1.05;
13/03/2021;74;61207;1922;13.7;61207;56488;6.79;5.195;
12/03/2021;70;57315;1766;9.56;57869;55946;-0.96;3.875;
11/03/2021;73;57869;1824;8.66;57921;54834;3.42;2.19;
10/03/2021;68;55955;1795;10.68;57033;53699;1.83;0.795;
09/03/2021;81;54949;1869;8.2;54949;52395;4.88;1.525;
08/03/2021;81;52395;1833;6.15;52395;49821;2.67;1.105;
07/03/2021;76;51031;1725;5.37;51031;48895;4.37;0.85;
06/03/2021;77;48895;1649;4.21;49043;47515;0.17;2.1;
05/03/2021;77;48811;1528;9.42;49277;46662;0.92;0.375;
04/03/2021;84;48368;1539;9.56;51556;48059;-4.08;2.5;
03/03/2021;78;50425;1568;8.6;52018;48526;3.91;3.995;
02/03/2021;78;48526;1487;8.37;49572;47454;-2.11;3.01;
01/03/2021;38;49572;1570;9.42;49572;45300;9.43;5.77;
28/02/2021;55;45300;1418;13.54;46361;43380;-1.98;5.705;
27/02/2021;56;46217;1458;7.6;47767;46217;-0.22;0.88;
26/02/2021;55;46319;1445;22.33;48250;45320;-1.75;0.765;
25/02/2021;79;47144;1479;9.55;51511;47144;-5.17;1.71;
24/02/2021;76;49715;1624;12;51043;47179;1.69;3.43;
23/02/2021;94;48888;1578;32.59;54078;45344;-9.60;5.645;
22/02/2021;94;54078;1777;27.31;57376;48383;-5.75;1.925;
21/02/2021;91;57376;1934;6.69;58238;55639;2.75;4.25;
20/02/2021;91;55838;1916;11.63;57352;55182;-0.02;1.385;
19/02/2021;93;55847;1955;11.8;56093;51079;8.30;4.16;
18/02/2021;91;51566;1937;5.87;52433;51357;-0.95;4.625;
17/02/2021;95;52060;1847;9.21;52284;49225;5.76;3.355;
16/02/2021;95;49225;1783;13.04;49534;47643;2.68;1.54;
15/02/2021;93;47941;1780;9.88;48694;46563;-1.33;2.005;
14/02/2021;95;48587;1801;7.34;49279;47177;2.99;2.16;
13/02/2021;92;47177;1815;5.23;47939;46582;-0.45;1.72;
12/02/2021;92;47389;1839;10.79;48540;47072;-1.20;0.375;
11/02/2021;93;47966;1785;10.3;47981;44444;6.98;4.09;
10/02/2021;92;44835;1741;10.02;47056;44541;-3.55;5.265;
09/02/2021;95;46486;1769;15.9;48004;45882;0.10;1.825;
08/02/2021;83;46440;1749;24.79;46440;38250;19.56;9.73;
07/02/2021;86;38841;1612;7.63;39561;38061;-1.06;10.31;
06/02/2021;84;39257;1677;10.18;40780;38260;2.61;1.835;
05/02/2021;81;38260;1720;4.48;38260;36759;3.48;0.435;
04/02/2021;80;36975;1595;6.42;37998;36521;-1.86;2.67;
03/02/2021;78;37677;1662;8.8;37677;35563;5.94;3.9;
02/02/2021;76;35563;1511;7.01;35960;33559;5.97;0.015;
01/02/2021;77;33559;1373;5.3;34460;32595;1.26;2.355;
31/01/2021;78;33141;1313;5.82;34334;32270;-3.47;2.365;
30/01/2021;76;34334;1376;7.29;34791;33137;0.16;1.815;
29/01/2021;77;34281;1379;28.64;38056;32466;2.85;1.345;
28/01/2021;55;33331;1328;9.17;33418;30344;9.45;3.3;
27/01/2021;78;30454;1241;14.77;32519;29815;-6.35;7.9;
26/01/2021;71;32519;1366;8.54;32735;31434;0.78;3.565;
25/01/2021;74;32268;1319;9.23;34693;32268;-0.09;0.435;
24/01/2021;70;32298;1390;5.89;32830;31481;0.62;0.355;
23/01/2021;74;32099;1233;7.07;33062;31773;-2.91;1.765;
22/01/2021;40;33062;1234;15.72;33631;28991;7.09;5;
21/01/2021;75;30873;1110;22.35;35522;30609;-13.09;10.09;
20/01/2021;78;35521;1378;14.14;36263;33447;-1.22;5.935;
19/01/2021;80;35958;1369;9.61;37673;35958;-2.02;0.4;
18/01/2021;79;36699;1258;8.41;36906;35180;2.22;2.12;
17/01/2021;79;35903;1234;9.85;36570;33914;-0.42;1.32;
16/01/2021;84;36055;1229;10.84;37750;35809;-1.87;0.725;
15/01/2021;88;36741;1169;15.55;39476;35268;-6.20;2.165;
14/01/2021;83;39170;1233;12.97;39750;37193;4.80;5.5;
13/01/2021;78;37375;1011;14.89;37418;33160;9.59;2.395;
12/01/2021;84;34103;1050;22.18;35839;33616;-3.87;6.73;
11/01/2021;90;35476;1089;48.04;38226;31842;-7.19;1.66;
10/01/2021;94;38226;1256;19.01;41209;37436;-4.84;1.175;
09/01/2021;93;40171;1245;8.17;41046;38966;-0.83;2.005;
08/01/2021;93;40509;1235;21.79;41616;37723;2.80;1.815;
07/01/2021;91;39407;1220;22.11;39672;36755;7.22;2.21;
06/01/2021;95;36755;1202;18.62;36755;33901;8.12;0.45;
05/01/2021;93;33996;1100;14.48;33996;30979;6.17;0.975;
04/01/2021;94;32020;1043;24.68;33403;29178;-2.88;4.525;
03/01/2021;93;32971;978;18.91;34253;32110;2.44;2.66;
02/01/2021;94;32185;775;22.01;33168;29192;9.67;3.615;
01/01/2021;94;29346;729;8.33;29498;28932;1.43;4.12;
31/12/2020;95;28933;736;12.22;29133;28358;0.18;0.625;
30/12/2020;91;28880;752;10.51;28892;27316;5.73;2.775;
29/12/2020;91;27315;732;8.92;27315;25923;0.95;2.39;
28/12/2020;92;27058;730;7.6;27308;26241;3.11;1.08;
27/12/2020;91;26241;685;17.96;28051;26241;-0.65;1.88;
26/12/2020;93;26412;636;13.15;26577;24566;6.86;3.755;
25/12/2020;94;24717;627;13.78;24717;23491;4.14;1.36;
24/12/2020;86;23735;613;4.75;23735;22860;2.16;0.99;
23/12/2020;93;23234;585;12.07;23916;22917;-2.40;2.28;
22/12/2020;88;23805;637;7.41;23805;22490;4.86;3.63;
21/12/2020;92;22701;608;14.18;23901;22483;-3.10;3.98;
20/12/2020;92;23427;639;9.6;24099;23332;-1.58;0.76;
19/12/2020;93;23804;658;9.67;24058;22966;2.93;2.255;
18/12/2020;95;23127;654;7.28;23142;22544;1.41;0.76;
17/12/2020;92;22807;643;22.87;23492;21322;6.96;2.775;
16/12/2020;92;21322;638;21.07;21322;19388;9.57;1.305;
15/12/2020;91;19459;589;6.93;19548;19135;0.92;4.325;
14/12/2020;95;19281;586;2.53;19281;19076;0.53;0.195;
13/12/2020;91;19180;591;4.83;19338;18747;1.96;0.715;
12/12/2020;90;18811;568;3.68;18821;18050;4.21;1.125;
11/12/2020;89;18050;544;6.57;18260;17764;-1.15;2.68;
10/12/2020;94;18260;558;3.66;18560;18155;-1.62;0.235;
09/12/2020;86;18560;574;9.77;18630;17827;1.23;1.425;
08/12/2020;95;18335;555;9.62;19299;18335;-4.49;2.86;
07/12/2020;94;19196;591;2.29;19410;18959;-1.10;1.695;
06/12/2020;95;19410;601;4.33;19410;19016;1.32;1.21;
05/12/2020;93;19157;596;3.66;19157;18657;2.68;0.68;
04/12/2020;92;18657;568;8.65;19452;18657;-4.06;3.37;
03/12/2020;92;19447;616;5.25;19560;18999;1.07;2.565;
02/12/2020;92;19241;598;7.63;19275;18538;2.31;0.62;
01/12/2020;95;18807;585;21.94;19733;18727;-4.47;3.39;
30/11/2020;88;19686;616;14.95;19723;18196;8.19;6.33;
29/11/2020;89;18196;575;3.99;18212;17579;2.54;2.825;
28/11/2020;87;17746;538;5.75;17800;16997;3.36;0.41;
27/11/2020;86;17169;517;11.21;17492;16615;-0.29;1.825;
26/11/2020;93;17219;519;34.34;18824;16592;-8.07;3.89;
25/11/2020;94;18730;570;13.48;19303;18730;-2.12;2.975;
24/11/2020;88;19135;605;14.94;19349;18357;4.15;3.135;
23/11/2020;90;18373;609;8.76;18655;18158;-0.14;2.145;
22/11/2020;94;18399;560;9.1;18668;18122;-1.40;0.63;
21/11/2020;91;18660;552;6.62;18945;18521;-0.05;0.675;
20/11/2020;86;18669;510;7.97;18700;17810;4.82;2.435;
19/11/2020;94;17810;471;5.57;18140;17486;0.21;2.305;
18/11/2020;91;17773;478;17.52;18212;17379;0.56;0.175;
17/11/2020;86;17675;482;12.21;17740;16627;5.77;2.605;
16/11/2020;90;16710;460;6.52;16828;15906;4.68;0.545;
15/11/2020;86;15962;448;2.56;16095;15871;-0.60;2.64;
14/11/2020;90;16058;450;5.09;16310;15833;-1.54;0.47;
13/11/2020;89;16310;455;7.7;16405;16079;0.10;0.82;
12/11/2020;87;16294;462;12.3;16294;15656;3.72;1.81;
11/11/2020;86;15710;463;6.94;15912;15312;2.60;0.56;
10/11/2020;90;15312;450;3.74;15402;15177;-0.11;1.355;
09/11/2020;90;15329;444;8.95;15687;15064;-1.11;0.5;
08/11/2020;82;15501;455;6.47;15554;14844;4.43;2.77;
07/11/2020;88;14844;435;14.37;15610;14734;-4.67;4.55;
06/11/2020;90;15572;456;12.1;15876;15441;-0.01;2.33;
05/11/2020;72;15574;417;15.9;15574;14160;9.99;5;
04/11/2020;74;14160;402;10.1;14160;13643;0.96;4.515;
03/11/2020;71;14025;388;5.81;14025;13401;3.41;1.225;
02/11/2020;71;13563;383;6.59;13829;13414;-1.40;2.405;
01/11/2020;72;13756;397;3.11;13829;13680;-0.23;0.585;
31/10/2020;73;13788;387;8.95;13958;13499;1.62;0.925;
30/10/2020;74;13568;382;4.66;13642;13250;0.87;0.375;
29/10/2020;67;13451;387;4.07;13555;13153;1.35;0.24;
28/10/2020;70;13272;388;7.11;13763;13041;-2.60;1.975;
27/10/2020;61;13626;403;8.98;13704;13061;4.33;3.465;
26/10/2020;75;13061;393;3.68;13205;12863;0.18;2.075;
25/10/2020;76;13037;406;3.63;13298;12990;-0.72;0.45;
24/10/2020;73;13132;412;1.97;13166;12905;1.52;1.12;
23/10/2020;74;12935;409;2.9;12999;12757;-0.41;0.965;
22/10/2020;73;12988;414;6.09;13128;12738;1.27;0.84;
21/10/2020;61;12825;391;15.4;13099;11925;7.55;3.14;
20/10/2020;56;11925;369;5.42;11980;11723;1.43;3.06;
19/10/2020;55;11757;379;3.77;11764;11451;2.08;0.325;
18/10/2020;55;11518;378;1.32;11518;11366;1.26;0.41;
17/10/2020;56;11375;369;1.04;11375;11325;0.44;0.41;
16/10/2020;52;11325;365;3.46;11540;11268;-1.60;1.02;
15/10/2020;56;11509;378;4.26;11513;11335;0.60;1.1;
14/10/2020;53;11440;379;2.69;11547;11347;-0.02;0.31;
13/10/2020;56;11442;381;3.91;11560;11393;-1.02;0.5;
12/10/2020;52;11560;386;6.37;11699;11284;1.54;1.28;
11/10/2020;55;11385;374;1.48;11430;11308;0.68;0.43;
10/10/2020;53;11308;371;4.17;11450;11071;2.14;0.73;
09/10/2020;48;11071;365;2.57;11102;10878;1.17;0.485;
08/10/2020;46;10943;351;3.64;10943;10577;2.40;0.615;
07/10/2020;43;10687;342;1.67;10687;10584;0.69;0.855;
06/10/2020;47;10614;341;3.22;10807;10592;-1.79;1.24;
05/10/2020;42;10807;353;1.78;10807;10669;1.12;1.455;
04/10/2020;42;10687;352;1.63;10694;10558;1.22;0.05;
03/10/2020;40;10559;346;0.83;10608;10535;-0.26;0.74;
02/10/2020;41;10586;346;3.74;10634;10476;-0.45;0.095;
01/10/2020;45;10634;353;5.68;10909;10523;-1.48;0.515;
30/09/2020;49;10794;360;1.5;10856;10715;-0.57;0.455;
29/09/2020;45;10856;360;1.79;10856;10697;1.34;0.955;
28/09/2020;43;10712;354;3.79;10941;10712;-0.84;1.09;
27/09/2020;47;10803;357;1.75;10807;10664;0.49;0.665;
26/09/2020;45;10750;354;0.94;10777;10701;0.39;0.05;
25/09/2020;46;10708;352;2.35;10765;10629;-0.43;0.41;
24/09/2020;39;10754;349;3.2;10760;10263;4.78;2.605;
23/09/2020;43;10263;320;3.09;10549;10255;-2.71;3.745;
22/09/2020;39;10549;344;2.41;10589;10435;1.10;1.905;
21/09/2020;48;10434;340;6.01;10981;10434;-4.58;2.84;
20/09/2020;52;10935;371;1.82;11099;10848;-1.48;1.55;
19/09/2020;48;11099;385;2.47;11127;10957;1.29;1.385;
18/09/2020;49;10957;384;2.26;11022;10868;-0.02;0.655;
17/09/2020;48;10959;389;2.51;11040;10813;-0.11;0.045;
16/09/2020;43;10971;365;4.8;11091;10691;1.61;0.86;
15/09/2020;47;10797;364;4.99;10900;10690;1.04;0.285;
14/09/2020;39;10686;377;3.68;10754;10331;3.44;1.2;
13/09/2020;38;10331;366;4.04;10560;10244;-1.21;2.325;
12/09/2020;41;10458;388;1.43;10464;10352;0.51;0.86;
11/09/2020;41;10405;374;2.47;10405;10220;0.48;0.015;
10/09/2020;38;10355;368;3.55;10407;10240;1.12;0.32;
09/09/2020;38;10240;351;2.41;10324;10030;0.89;0.115;
08/09/2020;41;10150;338;6.76;10397;10007;-2.38;1.635;
07/09/2020;41;10397;354;6.3;10397;9964;1.18;1.78;
06/09/2020;41;10276;353;2.76;10325;10122;0.77;0.205;
05/09/2020;41;10197;335;8.51;10518;10046;-2.74;1.755;
04/09/2020;40;10485;385;13.59;10593;10170;3.09;2.915;
03/09/2020;79;10170;381;15.88;11408;10011;-10.85;6.97;
02/09/2020;83;11408;440;6.19;11942;11334;-4.47;3.19;
01/09/2020;75;11942;476;5.02;12037;11616;2.32;3.395;
31/08/2020;75;11671;434;2.24;11734;11639;-0.50;1.41;
30/08/2020;75;11730;429;2.1;11730;11492;2.07;1.285;
29/08/2020;79;11492;399;1.52;11587;11476;-0.46;1.265;
28/08/2020;74;11545;395;2.02;11545;11343;1.78;1.12;
27/08/2020;75;11343;383;4.81;11471;11254;-1.12;1.45;
26/08/2020;76;11471;386;2.48;11482;11316;1.15;1.135;
25/08/2020;75;11341;383;6.16;11768;11200;-3.63;2.39;
24/08/2020;78;11768;408;1.99;11818;11617;0.90;2.265;
23/08/2020;76;11663;391;1.93;11693;11551;-0.19;0.545;
22/08/2020;78;11685;395;3.46;11691;11449;1.34;0.765;
21/08/2020;81;11531;388;6.1;11889;11531;-2.97;2.155;
20/08/2020;75;11884;416;2.73;11900;11719;0.90;1.935;
19/08/2020;80;11778;408;6.29;12004;11695;-1.54;1.22;
18/08/2020;82;11962;422;7.18;12359;11927;-2.75;0.605;
17/08/2020;83;12300;431;10.12;12415;11826;3.14;2.945;
16/08/2020;82;11925;434;2.71;11925;11781;0.43;1.355;
15/08/2020;79;11873;432;4.04;11977;11761;0.96;0.265;
14/08/2020;78;11761;438;4.65;11824;11699;-0.27;0.615;
13/08/2020;75;11793;424;5.78;11793;11388;1.74;1.005;
12/08/2020;75;11591;387;5.82;11591;11257;1.86;0.06;
11/08/2020;84;11380;379;7.11;11912;11278;-4.31;3.085;
10/08/2020;78;11892;395;6.57;12024;11676;1.85;3.08;
09/08/2020;79;11676;390;1.57;11782;11572;-0.75;1.3;
08/08/2020;77;11764;397;1.87;11772;11564;1.59;1.17;
07/08/2020;77;11580;379;5.09;11845;11509;-1.52;1.555;
06/08/2020;79;11759;395;3.9;11858;11650;0.20;0.86;
05/08/2020;75;11736;401;5.79;11736;11182;4.93;2.365;
04/08/2020;72;11184;390;3.26;11347;11096;-0.38;2.655;
03/08/2020;75;11227;386;4.09;11389;11054;1.56;0.97;
02/08/2020;80;11054;372;13.22;11917;11032;-6.36;3.96;
01/08/2020;75;11805;387;10.57;11805;11307;4.01;5.185;
31/07/2020;75;11350;346;5.83;11378;11038;2.04;0.985;
30/07/2020;76;11123;335;4.25;11180;10965;0.05;0.995;
29/07/2020;71;11117;318;8.82;11240;10929;1.69;0.82;
28/07/2020;76;10932;317;9.88;11212;10761;-1.01;1.35;
27/07/2020;58;11044;322;21.58;11249;9946;11.02;6.015;
26/07/2020;55;9948;311;8.94;10008;9686;2.40;4.31;
25/07/2020;55;9715;305;2.56;9731;9559;1.63;0.385;
24/07/2020;53;9559;279;2.26;9615;9505;-0.58;1.105;
23/07/2020;55;9615;275;4.7;9643;9495;0.60;0.59;
22/07/2020;50;9558;264;4.14;9558;9349;1.66;0.53;
21/07/2020;44;9402;245;5.4;9434;9179;2.43;0.385;
20/07/2020;44;9179;236;1.4;9231;9170;-0.56;1.495;
19/07/2020;41;9231;239;1.44;9231;9131;0.46;0.51;
18/07/2020;44;9189;236;1.17;9200;9143;0.24;0.11;
17/07/2020;41;9167;233;1.06;9172;9129;0.19;0.025;
16/07/2020;43;9150;234;2.87;9216;9092;-0.65;0.42;
15/07/2020;44;9210;239;0.9;9263;9196;-0.58;0.035;
14/07/2020;43;9263;240;2.2;9271;9195;0.12;0.35;
13/07/2020;43;9252;240;1.93;9345;9238;-0.68;0.4;
12/07/2020;41;9316;243;1.86;9316;9196;0.75;0.715;
11/07/2020;44;9246;239;0.81;9306;9222;-0.64;0.695;
10/07/2020;41;9306;241;1.42;9306;9162;0.61;0.625;
09/07/2020;44;9249;242;3.71;9447;9215;-2.10;1.355;
08/07/2020;44;9447;247;3.81;9481;9268;1.94;2.02;
07/07/2020;43;9268;239;1.63;9361;9255;-1.00;1.47;
06/07/2020;40;9361;241;4.26;9361;9080;2.99;1.995;
05/07/2020;38;9090;228;2.08;9152;9005;-0.63;1.81;
04/07/2020;40;9148;229;1.13;9204;9060;0.81;0.72;
03/07/2020;41;9074;225;1.09;9136;9058;-0.29;0.55;
02/07/2020;42;9100;226;3.79;9266;8950;-1.51;0.61;
01/07/2020;42;9240;231;2.19;9298;9110;0.98;1.245;
30/06/2020;44;9151;226;1.83;9207;9077;-0.48;0.73;
29/06/2020;41;9194;228;3.64;9242;9030;0.73;0.605;
28/06/2020;40;9128;225;2.11;9193;8949;1.25;0.26;
27/06/2020;43;9015;221;3.37;9200;8857;-1.72;1.485;
26/06/2020;40;9173;230;3.69;9299;9054;-0.91;0.405;
25/06/2020;43;9257;233;5.55;9344;9013;-0.59;0.16;
24/06/2020;50;9312;235;5.52;9684;9222;-3.35;1.38;
23/06/2020;41;9635;243;3.42;9724;9595;-0.65;1.35;
22/06/2020;38;9698;243;5.88;9794;9285;4.30;2.475;
21/06/2020;37;9298;228;1.34;9431;9292;-0.78;2.54;
20/06/2020;38;9371;229;1.87;9401;9179;0.60;0.69;
19/06/2020;39;9316;229;2.62;9440;9242;-0.90;0.75;
18/06/2020;40;9400;231;1.66;9496;9287;-0.77;0.065;
17/06/2020;38;9473;234;3.14;9566;9261;-0.64;0.065;
